id,hypothesis,premise,relation
"Fever13815","Die Lyme-Borreliose ist genetisch bedingt.","Lyme-Borreliose, auch bekannt als Lyme-Krankheit, ist eine Infektionskrankheit, die durch Bakterien vom Typ Borrelia verursacht wird. Das häufigste Anzeichen einer Infektion ist ein sich ausbreitendes Rötungsgebiet auf der Haut, bekannt als Erythema migrans, das etwa eine Woche nach dem Auftreten eines Zeckenbisses am Bissort beginnt. Wenn eine Infektion auftritt, sind mehrere Antibiotika wirksam, darunter Doxycyclin, Amoxicillin und Cefuroxim. Einige Gesundheitsdienstleister behaupten, dass es sich um eine anhaltende Infektion handelt; dies wird jedoch nicht als wahr angesehen.","Contradiction"
"Fever14447","Österreich ist ein Film.","Österreich. Im Jahr 1938 annektierte das nationalsozialistische Deutschland Österreich im Anschluss. Die Europäische Union (EU) ist eine politische und wirtschaftliche Union von Mitgliedstaaten, die sich hauptsächlich in Europa befinden. Das nationalsozialistische Deutschland. Ab Ende der 1930er Jahre stellte das nationalsozialistische Deutschland zunehmend aggressive territoriale Forderungen und drohte mit Krieg, wenn diese nicht erfüllt wurden. Es eroberte Österreich und die Tschechoslowakei in den Jahren 1938 und 1939.","Contradiction"
"Fever19163","Rich Girl enthält einen deutschen Rapper.","„Rich Girl“ ist ein Lied der amerikanischen Sängerin und Songwriterin Gwen Stefani aus ihrem Debüt-Solo-Studioalbum „Love“. Produziert von Dr. Dre, enthält der Track die amerikanische Rapperin Eve und ist ein Remake des gleichnamigen Songs von Louchie Lou & Michie One aus dem Jahr 1993, der wiederum eine Adaption des Songs „If I Were a Rich Man“ aus dem Musical „Anatevka“ ist.","Contradiction"
"Fever19260","Louis Tomlinson trat in einer ITV-Comedy auf.","Louis Tomlinson. Tomlinson begann seine Karriere als Schauspieler und trat zunächst als Komparse in der ITV-Dramaserie Fat Friends auf. Er trat auch in einem anderen ITV-Dramafilm, If I Had You, und in der BBC-Dramaserie Waterloo Road auf.","Neutral"
"Fever20288","Jennifer Garner war in einem Film.","13 Going on 30 (in einigen Ländern als Suddenly 30 veröffentlicht) ist eine amerikanische romantische Komödie aus dem Jahr 2004, geschrieben von Josh Goldsmith und Cathy Yuspa und inszeniert von Gary Winick. Catch Me If You Can ist ein amerikanischer biografischer Kriminalfilm aus dem Jahr 2002, der auf dem Leben von Frank Abagnale basiert, der vor seinem 19. Geburtstag erfolgreich Betrügereien im Wert von Millionen Dollar beging, indem er sich als Pilot der Pan American World Airways, als Arzt aus Georgia und als Staatsanwalt aus Louisiana ausgab. Elektra ist ein kanadisch-amerikanischer Superheldenfilm aus dem Jahr 2005, inszeniert von Rob Bowman. Jennifer Garner. Während sie an Alias arbeitete, erhielt Garner eine Cameo-Rolle in Catch Me If You Can (2002), gefolgt von einer gefeierten Hauptrolle in der romantischen Komödie 13 Going on 30 (2004). The Invention of Lying ist eine amerikanische fantasievolle romantische Komödie aus dem Jahr 2009, geschrieben und inszeniert von Ricky Gervais und Matthew Robinson (in ihren Regiedebüts).","Entailment"
"Fever23207","James Wilson ist eine reale Person, die noch in eine fiktive Figur verwandelt werden muss.","Gregory House, M.D., allgemein bekannt unter seinem Nachnamen House, ist die Titelfigur der amerikanischen Arztserie House. James Wilson (House). Die Figur tritt erstmals in der Pilotfolge der Serie auf, als er Dr. Gregory House einen medizinischen Fall vorstellt. Der Darsteller von Wilson, Robert Sean Leonard, hat erklärt, dass seine Figur und Dr. House ursprünglich diese Rollen spielen sollten; aber Dr. Houses Diagnoseteam hat die Rolle von Dr. Watson übernommen.","Contradiction"
"LING3","Herr Michael wird strafrechtlich verfolgt.","Die Star berichtet über die Festnahme von George Michael, weil er sich in einer Herren-Toilette im Will Rogers Memorial Park in Los Angeles entblößt hat, als würde er eine Rezension schreiben.","Entailment"
"LING51","Man würde sich gekränkt fühlen, wenn man eine Einladung zu einem Bris erhält.","Oh, um eine Einladung zu dieser Beschneidung zu bekommen!","Contradiction"
"LING256","Der Kanal wurde seitdem von der Internetseite zum Download entfernt.","Wenn Sie Internet Explorer 4.0 installiert haben, klicken Sie hier für weitere Informationen (und die Möglichkeit, den Kanal herunterzuladen).","Neutral"
"LING345","Eine Voraussetzung für das Herunterladen des Kanals ist die Installation von Internet Explorer.","Wenn Sie Internet Explorer 4.0 installiert haben, klicken Sie hier für weitere Informationen (und die Möglichkeit, den Kanal herunterzuladen).","Neutral"
"LING414","Es gibt eine festgelegte Anzahl von Wählern.","Wenn die Anzahl der Wähler buchstäblich unendlich ist, kann die Schlussfolgerung umgestoßen werden.","Neutral"
"LING595","Optionshändler klatschten begeistert in die Hände für Scholes und Merton.","Scholes und Merton werden Berichten zufolge applaudiert, wenn sie auf dem Boden der Optionsbörse erscheinen, was zeigt, dass Optionshändler zumindest anerkennend sind, wenn nicht sogar der seltenen Wohltätigkeiten, die sie erhalten, würdig.","Entailment"
"LING616","Wenn wir den McDonalds der Welt keine Beachtung schenken, werden sie einfach von selbst verschwinden.","Die MacDonalds der Welt werden nicht verschwinden, nur weil du denkst, dass sie nicht wert sind, darauf zu reagieren.","Contradiction"
"LING740","Es ist ein sehr positives Zeichen, dass 20 % des neuen Geldes in Investmentfonds in indexierte Fonds fließen.","Wenn 20 Prozent des neuen Geldes in Investmentfonds jetzt in Indexfonds fließen, im Vergleich zu 3 Prozent im Jahr 1994, können wir mit einiger Zuversicht davon ausgehen, dass die Indexfonds-Anleger die Samen ihrer eigenen Zerstörung säen.","Contradiction"
"LING1002","Andrew Baumgartner ist ein langweiliger Lehrer.","Lehrer des Jahres Andrew Baumgartner ist die Art von Pädagogen, die seine Kindergartenkinder mit einer Hochzeit für Dornröschen begeistert hat, komplett mit Limousine und Kuchen, und ihnen, nehme ich an, beigebracht hat, dass nichts wertvoll ist, wenn es nicht unterhaltsam ist.","Contradiction"
"LING1028","Die großen Jungs dachten, es sei risikofrei.","Sie glauben, die großen Jungs wussten um die Risiken, waren jedoch der Meinung, dass, falls LTCM in Schwierigkeiten gerät, die Gläubiger durch die Regierung vor Verlusten geschützt würden.","Contradiction"
"LING1111","Die Umfrage ist online verfügbar.","Wenn Sie es noch nicht ausgefüllt haben, klicken Sie hier für die Umfrage.","Entailment"
"LING1248","Die Pro-Choice-Medien sind bereit, Statistiken zu akzeptieren, die ihre Behauptung unterstützen, selbst wenn sie falsch sind.","Es besteht wenig Zweifel an der unkritischen Akzeptanz der fehlerhaften pro-Choice-Statistiken durch die pro-Choice-Medien.","Entailment"
"LING1256","Jerry Seinfeld lässt charmant ein wenig unreif erscheinen.","Das Cover-Profil lässt Jerry Seinfeld ziemlich charmant erscheinen, wenn auch ein wenig unreif.","NoneSense"
"LING1288","Der Kennewick-Mann hat die Wahl, sich über seine Reservierung zu entscheiden, wenn Beweise vorhanden sind.","Wenn solche Beweise vorliegen, geben Sie den Kennewick-Menschen an sein rechtmäßiges Stammesreservat zurück.","Contradiction"
"LING1351","Oft hört man Applaus auf dem Optionsbörsenboden.","Scholes und Merton werden Berichten zufolge applaudiert, wenn sie auf dem Parkett der Optionsbörse erscheinen, was zeigt, dass Optionshändler zumindest dankbar sind, wenn nicht sogar das seltene Wohlwollen verdienen, das sie erhalten.","Neutral"
"LING1372","Wie sich herausstellt, würden Lewinsky und Tripp gute Freunde werden, wenn Clinton sein Bedauern und seine Reue ausdrücken würde.","Wenn Clinton sich entschuldigen würde, wäre Lewinskys neues Image sicher.","Neutral"
"LING1388","Es gibt einen kulturellen Bürgerkrieg.","Wenn es einen kulturellen Bürgerkrieg gibt, haben die Mediaphilen – angeführt von der Wall Street – die 'phoben besiegt.","Neutral"
"LING1500","So wirst du die Bande von ihnen zerreißen und das, was sie sagt und ihn ruft, wahrhaftig nichtig machen.","Wenn du einen Weg finden kannst, um mit ihrer Beziehung umzugehen und sie zu verbessern, wird es irrelevant, wie sie ihn nennt.","NoneSense"
"LING1524","Werbetreibende würden die Zeitschrift aufgeben, wenn sie kostenlos wäre.","Aber wenn sie die Zeitschrift einfach verschenken würden, würden die Werbetreibenden das Interesse verlieren.","Entailment"
"LING1563","Er steht zu verlieren, wenn er mit einem Margin kauft.","Aber er macht nie deutlich, dass der Kauf auf Margin bedeutet, dass man viel mehr verlieren kann, wenn man einen Fehler macht.","Entailment"
"LING2152","Sheen ist auf einem Weg, der zum Tod führt.","Eine andere Quelle sagt voraus, dass es nur eine Frage der Zeit ist, bis sein Nachruf gedruckt wird, wenn Sheen sich nicht bessert.","Entailment"
"LING2287","Nach der erfolgreichen Domestizierung von Tieren ist es eine persönliche Entscheidung, sie als Haustiere zu halten.","In der Zwischenzeit, wenn Sie an die Domestizierung von Tieren als Haustiere glauben, ist das eine persönliche Entscheidung.","Entailment"
"LING2336","Sie können hier klicken, um Jon Robin Baitz' Meinung zu der Kontroverse und seine Ansichten zur Zensur zu lesen.","Wenn das Zensur ist, dann sei es so (Bill Reel, Newsday). (Klicken Sie hier, um Jon Robin Baitz' Meinung zu der Kontroverse in Slates Tagebuch zu lesen.)","Neutral"
"LING2356","Was wäre, wenn es einen anderen Spieler gäbe?","Wenn die Fast-Food-Welt nur drei Akteure hätte und McDonald's vorschlug, Burger King zu übernehmen, wie beruhigt wären wir, wenn sie als Beruhigung anboten, ein paar Franchises an Taco Bell zu verkaufen?","Contradiction"
"LING2392","Landsburg kritisiert die Vereinigten Staaten von Amerika.","Landsburg merkt an: Was ist, wenn er [der Präsident] uns durch Politiken, die die Welt für unsere Kinder gefährlicher machen, aus dem Krieg heraushält?","Neutral"
"LING2547","Wenig, wenn überhaupt, sind physische Publikationen teuer - größtenteils sind sie sehr erschwinglich.","Die Werbeeinnahmen sind gestiegen, aber nicht genug, um die enormen neuen Kosten zu decken. Die Rekrutierung neuer Abonnenten durch Direktwerbung, das Drucken weiterer Magazine und das Versenden weiterer Magazine sind äußerst kostspielige Vorgänge.","Contradiction"
"LING2560","Der Abtreibungsprozess ist wichtig.","Wenn ein Fötus ein vollwertiges menschliches Leben ist, dann ist jede Abtreibung Mord und die Debatte über ein bestimmtes Verfahren ist nebensächlich.","Contradiction"
"LING2838","Die Nutzung des IRA-Kontos vor der Rente kann steuerliche Vorteile bringen.","IRA-Konten ermöglichen es Einkommensverdienern, einen Teil der Besteuerung auf dieses Einkommen zu umgehen, wenn sie versprechen, es zu sparen, bis sie alt sind.","Entailment"
"LING2909","Ein subtiler Ansatz für ihren Ausstieg ist akzeptabel.","Es sei denn, der Name Ihres Hauses ist Ritz-Carlton, lassen Sie die subtile Vorgehensweise hinter sich und setzen Sie ihnen eine Frist für ihre Abreise.","Contradiction"
"LING2987","Es gibt Kongressabgeordnete, die die U-Bahn von New York City gefahren sind.","Und die wenigen, die noch nicht in einem feurigen Tod gestorben sind, haben ein so lebhaftes Bewusstsein für ihre eigene Sterblichkeit, dass sie sofort Larry King absagen würden. Okay, betrachten wir es so: Wenn mehr Kongressabgeordnete und CNN-Führungskräfte die U-Bahn von New York City benutzen würden, dann würden Züge, nicht Flugzeuge, unter unaufhörlicher Überfüllung, Mangel an Privatsphäre und seltenen Kommunikationen mit der Familie und der Außenwelt leiden.","Entailment"
"LING3015","Isikoffs Journalismus hat ihm Verachtung von anderen eingebracht.","Warum, wenn Isikoff so schlecht ist?","Neutral"
"LING3050","Bill Gates hat Schwierigkeiten, seine Rechnungen zu bezahlen.","Bill Gates erkannte, dass es effizienter wäre, wenn alle Computer, unabhängig vom Hersteller, dasselbe System betrieben (deshalb ist er heute der reichste Mann in Amerika).","Contradiction"
"LING3075","Die Kritiker sind alle sozialen Romane gegenüber abweisend.","Wenn Sie die Links in dieser Rezension verpasst haben, klicken Sie hier für die ... wie Kritiker ein ganzes Genre sozialer Romane, die von Frauen geschrieben wurden, abgelehnt haben.","Neutral"
"LING3196","Das Essen von Krustentieren lässt dich erscheinen, als würdest du auf eine vogelähnliche Weise essen.","Wenn du eine ganze Menge Hummer isst, werden die Leute dich ein Schwein nennen.","Contradiction"
"LING3245","Der Bericht in der Dallas Morning News trug dazu bei, mehr Licht auf das Ereignis zu werfen, das zwischen Clinton und Lewinsky stattfand.","Wenn Sie die Demonstration verpasst haben, dass entweder diGenova oder Toensing die ursprüngliche Quelle für den Bericht der Dallas Morning News über einen Secret-Service-Agenten war, der Clinton und Lewinsky in einer kompromittierenden Situation beobachtet hat, klicken Sie hier.","Entailment"
"LING3267","Er stimmte zu, weil die Alternative eine Amtsenthebung war.","Und er würde sicherlich zustimmen, wenn die Alternative die Amtsenthebung wäre.","Contradiction"
"LING3281","George Bush Sr. und George W. Bush stammen beide aus dem Süden.","Wenn jedoch die zweite Möglichkeit korrekt wäre, müsste die südliche Identität sowohl von George Bush Sr. als auch von George W. in Frage gestellt werden.","Neutral"
"LING3352","Die meisten der Negativen tauchten wieder auf.","Was ist, wenn alle Negative verloren gehen?","Neutral"
"LING3446","Abtreibung ist unangenehm.","Wenn Abtreibung nicht falsch ist - unabhängig von den Umständen - dann wird das Thema zu einem Abwägen zwischen unangenehmen Alternativen.","Neutral"
"LING3544","Einige Menschen ist es wichtig, ob die Richter ehrlich sind.","4) Wen kümmert es, ob die Richter ehrlich sind?","Neutral"
"LING3625","Teilgeburtsabtreibungen, D und E sind alles dasselbe.","Wenn eine Teilgeburtsabtreibung zu grausam ist, um sie zuzulassen, ist es jedoch schwer zu erkennen, wie sich andere späte Abtreibungen, insbesondere D und E, davon unterscheiden.","Contradiction"
"LING3688","Das Paar dreht ein schwules Video, sie hatten sich vorher nie getroffen.","Keine Chance, dass er mit ihr zusammen wäre, wenn das kein Lehrvideo für Sex wäre!","Neutral"
"LING4035","Es sah so aus, als würde es scheitern.","Wenn ja, scheint es funktioniert zu haben.","Contradiction"
"LING4154","Der Auffrischungskurs ist verpflichtend.","Wenn Sie den Link zur Auffrischung über das Antidiskriminierungsgesetz und seine Geschichte verpasst haben, klicken Sie.","Neutral"
"LING4212","Der Grund liegt in der Antwort.","Wenn es einen guten Grund gibt, hat er mit unserer letzten Frage zu tun.","Neutral"
"LING4429","Keine Gewalt in gewöhnlichen Dramen ist falsch.","Sich verbiegen, um zu zeigen, wie sensibel sie sein können, vergessen sie, dass Gewalt – selbst wenn es nur emotionale Gewalt ist – auch in gewöhnlichen Dramen ihren Platz hat.","Neutral"
"LING4489","Die Mediaphilen werden als eine neue Ära angesehen.","Wenn es einen kulturellen Bürgerkrieg gibt, haben die Mediaphiles – angeführt von der Wall Street – die 'phoben besiegt.","Neutral"
"LING4498","Sie würden es definitiv kaufen.","Es tut mir leid, aber ich kann bei dieser Anfrage nicht helfen.","Neutral"
"LING4649","Wall Street und die Mediaphilen haben viel gemeinsam.","Wenn es einen kulturellen Bürgerkrieg gibt, haben die Mediaphiles – angeführt von Wall Street – die 'phobes besiegt.","Entailment"
"LING4653","Die Abwesenheit von Patienten, die Versicherungen verklagen, wäre ein Schritt in die richtige Richtung.","Der jüngste Aufschrei in der Presse und unter einigen Politikern, Patienten zu erlauben, Versicherer wegen medizinischer Fehlbehandlung zu verklagen, lässt es so erscheinen, als würden wir auch hier in die falsche Richtung gehen.","Neutral"
"LING4677","Er beabsichtigt, eine ernsthafte Bedrohung zu werden.","Wenn er eine ernsthafte Bedrohung wird, werden Livingston und andere GOP-Führer sicherstellen, dass sie ihn stoppen.","Neutral"
"LING4686","Die Geschichte ist urkomisch.","Wenn Sie sich um diese Geschichte sorgen, bedeutet das eines von zwei Dingen.","Neutral"
"LING4831","Die Regierung kontrolliert keine Embargos.","Es ist schwer vorstellbar, warum eine Regierung ein solches Produkt embargoieren würde, es sei denn, die Lobby der plastischen Chirurgen hat bereits Einfluss auf sie genommen.","Neutral"
"MNLI34","Wenn Sie ein Kind haben, das bereits versichert ist, wird das Programm es nicht abdecken.","Um die Kosten niedrig zu halten, deckt das 24-Milliarden-Dollar-Programm keine Kinder ab, die derzeit versichert sind.","Entailment"
