id,hypothesis,premise,relation
"Fever10765","بلجيكا. على الرغم من الإصلاحات، إلا أن التوترات بين المجموعات ظلت قائمة، إن لم تكن قد زادت؛ هناك انفصالية كبيرة خاصة بين الفلمنكيين؛ توجد قوانين لغوية مثيرة للجدل مثل البلديات ذات التسهيلات اللغوية؛ واستغرق تشكيل حكومة ائتلافية 18 شهرًا بعد الانتخابات الفيدرالية في يونيو 2010، وهو رقم قياسي عالمي. الفلمنكيون أو الفلمنكيون (Vlamingen) هم مجموعة عرقية جرمانية موطنها فلاندرز، في بلجيكا الحديثة، ويتحدثون الهولندية، خاصة أي من لهجاتها التي تُستخدم في فلاندرز التاريخية، والمعروفة مجتمعة باسم الهولندية الفلمنكية. يشكل الفلمنكيون غالبية السكان البلجيكيين (حوالي 60%).","بلجيكا تتكون في الغالب من الفلمنك.","NoneSense"
"Fever13815","مرض لايم ، المعروف أيضًا باسم بوريلوز لايم ، هو مرض معدٍ تسببه بكتيريا من نوع بوريلية. العلامة الأكثر شيوعًا للإصابة هي منطقة متوسعة من الاحمرار على الجلد ، تُعرف باسم الحمامى المتنقلة ، التي تبدأ في موقع لدغة القراد بعد حوالي أسبوع من حدوثها. إذا تطورت العدوى ، فإن عددًا من المضادات الحيوية تكون فعالة ، بما في ذلك دوكسيسيكلين ، وأموكسيسيلين ، وسيفوروكسيم. يدعي بعض مقدمي الرعاية الصحية أنه ناتج عن عدوى مستمرة؛ ومع ذلك ، لا يُعتقد أن هذا صحيح.","مرض لايم وراثي.","NoneSense"
"Fever14447","النمسا. في عام 1938، ضمت ألمانيا النازية النمسا في "الأنشلوس". الاتحاد الأوروبي (EU) هو اتحاد سياسي واقتصادي للدول الأعضاء التي تقع بشكل رئيسي في أوروبا. ألمانيا النازية. بدءًا من أواخر الثلاثينيات، قدمت ألمانيا النازية مطالب إقليمية متزايدة العدوانية، مهددة بالحرب إذا لم يتم تلبيتها. استولت على النمسا وتشيكوسلوفاكيا في عامي 1938 و1939.","النمسا فيلم.","NoneSense"
"Fever19163",""فتاة غنية" هي أغنية للمغنية وكاتبة الأغاني الأمريكية غوين ستيفاني من ألبومها الاستوديو المنفرد الأول، "حب". تم إنتاجها بواسطة دكتور دري، وتتميز بمشاركة الرابرة الأمريكية إيف، وهي إعادة تصوير لأغنية لوتشي لو وميشي وان التي صدرت عام 1993 بنفس الاسم، والتي هي بدورها اقتباس من أغنية "إذا كنت رجلاً غنياً" من مسرحية "عازف الكمان على السطح".","تتميز أغنية "Rich Girl" بمغني راب ألماني.","NoneSense"
"Fever19260","لويس توملينسون. بدأ توملينسون مسيرته كممثل، حيث ظهر في البداية كإضافي في دراما ITV "أصدقاء سمينون". كما ظهر أيضًا في فيلم درامي آخر من ITV بعنوان "لو كنت لديك" وفي دراما BBC "طريق واترلو".","ظهر لويس توملينسون في كوميديا على قناة ITV.","NoneSense"
"Fever20288","13 ذاهب إلى 30 (صدر بعنوان فجأة 30 في بعض البلدان) هو فيلم كوميدي رومانسي خيالي أمريكي من عام 2004 كتبه جوش غولدسميث وكاثي يوسبا وأخرجه غاري وينك. "اقبض علي إذا استطعت" هو فيلم جريمة سيرة ذاتية أمريكي من عام 2002 يستند إلى حياة فرانك أباغنيل، الذي، قبل عيد ميلاده التاسع عشر، قام بنجاح بعمليات احتيال بقيمة ملايين الدولارات من خلال التظاهر بأنه طيار في بان أمريكان وورلد إيرلاينز، وطبيب في جورجيا، ومدعي عام في لويزيانا. إليكترا هو فيلم سوبر هيرو كندي-أمريكي من عام 2005 أخرجه روب بومان. جينيفر غارنر. بينما كانت تعمل في "ألياس"، حصلت غارنر على دور cameo في "اقبض علي إذا استطعت" (2002)، تلتها أداء رائد نال استحسانا في الفيلم الكوميدي الرومانسي "13 ذاهب إلى 30" (2004). اختراع الكذب هو فيلم كوميدي رومانسي خيالي أمريكي من عام 2009 كتبه وأخرجه ريكي جيرفيس وماثيو روبنسون (في أولى تجاربهما الإخراجية).","جينيفر غارنر كانت في فيلم.","NoneSense"
"Fever23207","غريغوري هاوس، دكتور في الطب، المعروف عادة بلقب هاوس، هو الشخصية الرئيسية في المسلسل الدرامي الطبي الأمريكي هاوس. جيمس ويلسون (هاوس). تظهر الشخصية لأول مرة في الحلقة التجريبية من العرض عندما يقدم حالة طبية للدكتور غريغوري هاوس. وقد صرح روبرت شون ليونارد، الذي يجسد شخصية ويلسون، أن شخصيته والدكتور هاوس كان من المفترض في الأصل أن يلعبا هذين الدورين؛ لكن فريق تشخيص الدكتور هاوس تولى دور الدكتور واتسون.","جيمس ويلسون هو شخص حقيقي لم يتم تحويله بعد إلى شخصية خيالية.","NoneSense"
"LING3","تتناول صحيفة ستار اعتقال جورج مايكل بتهمة تعري نفسه في حمام للرجال في منتزه ويلي روجرز التذكاري في لوس أنجلوس كما لو كانت تكتب مراجعة.","سيتم محاكمة السيد مايكل.","NoneSense"
"LING51","أوه، للحصول على دعوة لتلك الختانة!","قد يشعر المرء بالإهانة إذا تلقى دعوة لحفل ختان.","NoneSense"
"LING256","إذا كنت قد قمت بتثبيت إنترنت إكسبلورر 4.0، انقر هنا لمزيد من المعلومات (وفرصة لتنزيل القناة).","تمت إزالة القناة منذ ذلك الحين من التحميل من الإنترنت.","NoneSense"
"LING345","إذا كنت قد قمت بتثبيت إنترنت إكسبلورر 4.0، انقر هنا لمزيد من المعلومات (وفرصة لتنزيل القناة).","شرط مسبق لتنزيل القناة هو وجود متصفح إنترنت إكسبلورر مثبت.","NoneSense"
"LING414","إذا كان عدد الناخبين لانهائيًا حرفيًا، فإنه يمكن قلب الاستنتاج.","يوجد عدد محدد من الناخبين.","NoneSense"
"LING595","يُقال إن شولز وميرتون يتلقيان التصفيق عندما يظهران في قاعة تداول الخيارات، مما يدل على أن متداولي الخيارات على الأقل يقدرون، إن لم يكونوا يستحقون، الأعمال الخيرية النادرة التي يحصلون عليها.","صفق متداولو الخيارات بأيديهم تقديراً لشولز وميرتون.","NoneSense"
"LING616","ماكدونالدز في العالم لن تختفي لمجرد أنك تعتقد أنهم لا يستحقون الرد.","إذا لم ننتبه إلى ماكدونالدز في العالم، فسوف يختفون من تلقاء أنفسهم.","NoneSense"
"LING740","إذا كان 20 في المئة من أموال صناديق الاستثمار الجديدة تذهب الآن إلى صناديق المؤشرات، مقارنة بـ 3 في المئة في عام 1994، يمكننا أن نكون واثقين إلى حد ما أن المستثمرين في المؤشرات يزرعون بذور دمارهم الخاص.","إنه علامة إيجابية جدًا أن 20% من أموال صناديق الاستثمار الجديدة تتجه نحو الصناديق المؤشر.","NoneSense"
"LING1002","معلم السنة أندرو بومغارتنر هو نوع من المعلمين الذين أسعدوا طلابهم في رياض الأطفال بزفاف لسنو وايت، مكتملًا بسيارة ليموزين وكعكة، ليعلمهم، على ما أعتقد، أن لا شيء يستحق العناء ما لم يكن ممتعًا.","أندرو بومغارتنر معلم ممل.","NoneSense"
"LING1028","يعتقدون أن الكبار كانوا يعرفون المخاطر لكنهم اعتقدوا أنه إذا واجهت LTCM مشاكل، فإن دائنيها سيكونون محميين من الخسارة بواسطة الحكومة.","ظن الأولاد الكبار أنه خالٍ من المخاطر.","NoneSense"
